disasterNumber,declarationDate,incidentType,stateAbbreviation,projectAmount
4431,2019-05-01T00:00:00.000Z,Winter Storm,CA,45232.37
4431,2019-05-01T00:00:00.000Z,Winter Storm,CA,65433.8
4431,2019-05-01T00:00:00.000Z,Winter Storm,CA,21856.12
4431,2019-05-01T00:00:00.000Z,Winter Storm,CA,118550.76
4431,2019-05-01T00:00:00.000Z,Winter Storm,CA,4225.0
4431,2019-05-01T00:00:00.000Z,Winter Storm,CA,95572.28
4431,2019-05-01T00:00:00.000Z,Winter Storm,CA,15669.81
4431,2019-05-01T00:00:00.000Z,Winter Storm,CA,149447.11
4431,2019-05-01T00:00:00.000Z,Winter Storm,CA,43698.74
4431,2019-05-01T00:00:00.000Z,Winter Storm,CA,421499.0
4431,2019-05-01T00:00:00.000Z,Winter Storm,CA,45245.59
4431,2019-05-01T00:00:00.000Z,Winter Storm,CA,813749.96
4431,2019-05-01T00:00:00.000Z,Winter Storm,CA,7707.89
4431,2019-05-01T00:00:00.000Z,Winter Storm,CA,2078.99
4431,2019-05-01T00:00:00.000Z,Winter Storm,CA,26390.0
4431,2019-05-01T00:00:00.000Z,Winter Storm,CA,29008.0
4431,2019-05-01T00:00:00.000Z,Winter Storm,CA,10756.12
4431,2019-05-01T00:00:00.000Z,Winter Storm,CA,32481.21
4431,2019-05-01T00:00:00.000Z,Winter Storm,CA,4783.01
4431,2019-05-01T00:00:00.000Z,Winter Storm,CA,1716591.11
4431,2019-05-01T00:00:00.000Z,Winter Storm,CA,25106.16
4431,2019-05-01T00:00:00.000Z,Winter Storm,CA,46466.83
4431,2019-05-01T00:00:00.000Z,Winter Storm,CA,19639.98
4431,2019-05-01T00:00:00.000Z,Winter Storm,CA,10427.93
4431,2019-05-01T00:00:00.000Z,Winter Storm,CA,28616.04
4431,2019-05-01T00:00:00.000Z,Winter Storm,CA,8311.54
4431,2019-05-01T00:00:00.000Z,Winter Storm,CA,332535.42
4435,2019-05-20T00:00:00.000Z,Flood,MO,3405.16
4435,2019-05-20T00:00:00.000Z,Flood,MO,358044.69
4435,2019-05-20T00:00:00.000Z,Flood,MO,10558.87
4435,2019-05-20T00:00:00.000Z,Flood,MO,111186.02
4435,2019-05-20T00:00:00.000Z,Flood,MO,718751.73
4435,2019-05-20T00:00:00.000Z,Flood,MO,47436.5
4435,2019-05-20T00:00:00.000Z,Flood,MO,47438.6
4435,2019-05-20T00:00:00.000Z,Flood,MO,5400.0
4435,2019-05-20T00:00:00.000Z,Flood,MO,32458.19
4435,2019-05-20T00:00:00.000Z,Flood,MO,25355.04
4435,2019-05-20T00:00:00.000Z,Flood,MO,14708.94
4435,2019-05-20T00:00:00.000Z,Flood,MO,23161.54
4435,2019-05-20T00:00:00.000Z,Flood,MO,18916.24
4435,2019-05-20T00:00:00.000Z,Flood,MO,8620.64
4435,2019-05-20T00:00:00.000Z,Flood,MO,14567.85
4435,2019-05-20T00:00:00.000Z,Flood,MO,45375.41
4435,2019-05-20T00:00:00.000Z,Flood,MO,14586.96
4435,2019-05-20T00:00:00.000Z,Flood,MO,9344.04
4435,2019-05-20T00:00:00.000Z,Flood,MO,14421.92
4435,2019-05-20T00:00:00.000Z,Flood,MO,432041.8
4435,2019-05-20T00:00:00.000Z,Flood,MO,101431.28
4435,2019-05-20T00:00:00.000Z,Flood,MO,21895.33
4435,2019-05-20T00:00:00.000Z,Flood,MO,33000.0
4435,2019-05-20T00:00:00.000Z,Flood,MO,8483.3
4435,2019-05-20T00:00:00.000Z,Flood,MO,47256.25
4435,2019-05-20T00:00:00.000Z,Flood,MO,32075.83
4435,2019-05-20T00:00:00.000Z,Flood,MO,108140.97
4435,2019-05-20T00:00:00.000Z,Flood,MO,9758.44
4436,2019-05-21T00:00:00.000Z,Snow,AZ,18190.3
4437,2019-05-24T00:00:00.000Z,Flood,MT,3274.0
4437,2019-05-24T00:00:00.000Z,Flood,MT,69439.31
4437,2019-05-24T00:00:00.000Z,Flood,MT,34609.69
4437,2019-05-24T00:00:00.000Z,Flood,MT,16298.1
4437,2019-05-24T00:00:00.000Z,Flood,MT,25437.4
4437,2019-05-24T00:00:00.000Z,Flood,MT,25109.49
4437,2019-05-24T00:00:00.000Z,Flood,MT,23241.23
4437,2019-05-24T00:00:00.000Z,Flood,MT,2666.08
4437,2019-05-24T00:00:00.000Z,Flood,MT,2308.19
4438,2019-06-01T00:00:00.000Z,Severe Storm(s),OK,87892.25
4438,2019-06-01T00:00:00.000Z,Severe Storm(s),OK,7105.0
4438,2019-06-01T00:00:00.000Z,Severe Storm(s),OK,26641.9
4438,2019-06-01T00:00:00.000Z,Severe Storm(s),OK,44061.99
4438,2019-06-01T00:00:00.000Z,Severe Storm(s),OK,8632.96
4438,2019-06-01T00:00:00.000Z,Severe Storm(s),OK,11959.48
4438,2019-06-01T00:00:00.000Z,Severe Storm(s),OK,136810.0
4438,2019-06-01T00:00:00.000Z,Severe Storm(s),OK,30910.75
4438,2019-06-01T00:00:00.000Z,Severe Storm(s),OK,11663.4
4438,2019-06-01T00:00:00.000Z,Severe Storm(s),OK,20794.19
4438,2019-06-01T00:00:00.000Z,Severe Storm(s),OK,9822.94
4438,2019-06-01T00:00:00.000Z,Severe Storm(s),OK,8401.74
4438,2019-06-01T00:00:00.000Z,Severe Storm(s),OK,14968.81
4438,2019-06-01T00:00:00.000Z,Severe Storm(s),OK,23084.03
4438,2019-06-01T00:00:00.000Z,Severe Storm(s),OK,5501.86
4438,2019-06-01T00:00:00.000Z,Severe Storm(s),OK,3314.92
4438,2019-06-01T00:00:00.000Z,Severe Storm(s),OK,8561.93
4438,2019-06-01T00:00:00.000Z,Severe Storm(s),OK,10566.0
4438,2019-06-01T00:00:00.000Z,Severe Storm(s),OK,3255.42
4438,2019-06-01T00:00:00.000Z,Severe Storm(s),OK,7287.03
4438,2019-06-01T00:00:00.000Z,Severe Storm(s),OK,9925.0
4438,2019-06-01T00:00:00.000Z,Severe Storm(s),OK,11740.0
4438,2019-06-01T00:00:00.000Z,Severe Storm(s),OK,13260.49
4438,2019-06-01T00:00:00.000Z,Severe Storm(s),OK,97893.67
4438,2019-06-01T00:00:00.000Z,Severe Storm(s),OK,76306.68
4438,2019-06-01T00:00:00.000Z,Severe Storm(s),OK,23705.53
4438,2019-06-01T00:00:00.000Z,Severe Storm(s),OK,27978.54
4440,2019-06-07T00:00:00.000Z,Other,SD,6710.75
4440,2019-06-07T00:00:00.000Z,Other,SD,5012.53
4440,2019-06-07T00:00:00.000Z,Other,SD,30432.19
4440,2019-06-07T00:00:00.000Z,Other,SD,17801.51
4440,2019-06-07T00:00:00.000Z,Other,SD,29161.25
4440,2019-06-07T00:00:00.000Z,Other,SD,20826.36
4440,2019-06-07T00:00:00.000Z,Other,SD,10534.19
4440,2019-06-07T00:00:00.000Z,Other,SD,63293.86
4440,2019-06-07T00:00:00.000Z,Other,SD,23655.43
4440,2019-06-07T00:00:00.000Z,Other,SD,5538.69
4440,2019-06-07T00:00:00.000Z,Other,SD,37073.25
4440,2019-06-07T00:00:00.000Z,Other,SD,217823.92
4440,2019-06-07T00:00:00.000Z,Other,SD,108620.69
4440,2019-06-07T00:00:00.000Z,Other,SD,17233.13
4440,2019-06-07T00:00:00.000Z,Other,SD,16798.84
4440,2019-06-07T00:00:00.000Z,Other,SD,23711.84
4440,2019-06-07T00:00:00.000Z,Other,SD,10173.6
4440,2019-06-07T00:00:00.000Z,Other,SD,3705.27
4440,2019-06-07T00:00:00.000Z,Other,SD,7510.83
4440,2019-06-07T00:00:00.000Z,Other,SD,18327.37
4440,2019-06-07T00:00:00.000Z,Other,SD,51779.28
4440,2019-06-07T00:00:00.000Z,Other,SD,32448.12
4440,2019-06-07T00:00:00.000Z,Other,SD,172883.27
4440,2019-06-07T00:00:00.000Z,Other,SD,43597.75
4440,2019-06-07T00:00:00.000Z,Other,SD,71206.61
4440,2019-06-07T00:00:00.000Z,Other,SD,242156.75
4440,2019-06-07T00:00:00.000Z,Other,SD,45848.99
4440,2019-06-07T00:00:00.000Z,Other,SD,44260.28
4440,2019-06-07T00:00:00.000Z,Other,SD,43504.38
4440,2019-06-07T00:00:00.000Z,Other,SD,2028.0
4440,2019-06-07T00:00:00.000Z,Other,SD,2351.6
4440,2019-06-07T00:00:00.000Z,Other,SD,41884.36
4440,2019-06-07T00:00:00.000Z,Other,SD,17670.0
4440,2019-06-07T00:00:00.000Z,Other,SD,4519.17
4440,2019-06-07T00:00:00.000Z,Other,SD,2844.58
4440,2019-06-07T00:00:00.000Z,Other,SD,1609449.37
4440,2019-06-07T00:00:00.000Z,Other,SD,75806.42
4440,2019-06-07T00:00:00.000Z,Other,SD,31283.62
4440,2019-06-07T00:00:00.000Z,Other,SD,263525.35
4440,2019-06-07T00:00:00.000Z,Other,SD,47549.25
4440,2019-06-07T00:00:00.000Z,Other,SD,147882.54
4440,2019-06-07T00:00:00.000Z,Other,SD,13978.77
4440,2019-06-07T00:00:00.000Z,Other,SD,15472.36
4440,2019-06-07T00:00:00.000Z,Other,SD,13947.5
4440,2019-06-07T00:00:00.000Z,Other,SD,38346.15
4440,2019-06-07T00:00:00.000Z,Other,SD,7164.0
4440,2019-06-07T00:00:00.000Z,Other,SD,61491.05
4440,2019-06-07T00:00:00.000Z,Other,SD,44368.2
4440,2019-06-07T00:00:00.000Z,Other,SD,151857.16
4440,2019-06-07T00:00:00.000Z,Other,SD,10925.46
4440,2019-06-07T00:00:00.000Z,Other,SD,9900.45
4440,2019-06-07T00:00:00.000Z,Other,SD,44395.81
4440,2019-06-07T00:00:00.000Z,Other,SD,50615.65
4440,2019-06-07T00:00:00.000Z,Other,SD,94579.33
4440,2019-06-07T00:00:00.000Z,Other,SD,7079.3
4440,2019-06-07T00:00:00.000Z,Other,SD,14319.48
4440,2019-06-07T00:00:00.000Z,Other,SD,34694.5
4440,2019-06-07T00:00:00.000Z,Other,SD,15628.34
4442,2019-06-12T00:00:00.000Z,Flood,MN,15698.78
4442,2019-06-12T00:00:00.000Z,Flood,MN,42749.35
4442,2019-06-12T00:00:00.000Z,Flood,MN,17434.01
4442,2019-06-12T00:00:00.000Z,Flood,MN,9793.77
4442,2019-06-12T00:00:00.000Z,Flood,MN,9580.12
4442,2019-06-12T00:00:00.000Z,Flood,MN,4697.4
4442,2019-06-12T00:00:00.000Z,Flood,MN,4274.84
4442,2019-06-12T00:00:00.000Z,Flood,MN,9820.89
4442,2019-06-12T00:00:00.000Z,Flood,MN,9024.16
4442,2019-06-12T00:00:00.000Z,Flood,MN,4618.0
4442,2019-06-12T00:00:00.000Z,Flood,MN,7827.85
4442,2019-06-12T00:00:00.000Z,Flood,MN,18067.44
4442,2019-06-12T00:00:00.000Z,Flood,MN,51393.94
4442,2019-06-12T00:00:00.000Z,Flood,MN,26704.24
4442,2019-06-12T00:00:00.000Z,Flood,MN,34118.0
4442,2019-06-12T00:00:00.000Z,Flood,MN,17187.81
4442,2019-06-12T00:00:00.000Z,Flood,MN,11900.65
4442,2019-06-12T00:00:00.000Z,Flood,MN,34925.21
4442,2019-06-12T00:00:00.000Z,Flood,MN,21178.53
4442,2019-06-12T00:00:00.000Z,Flood,MN,31708.42
4442,2019-06-12T00:00:00.000Z,Flood,MN,18135.58
4442,2019-06-12T00:00:00.000Z,Flood,MN,17237.5
4442,2019-06-12T00:00:00.000Z,Flood,MN,21334.99
4442,2019-06-12T00:00:00.000Z,Flood,MN,15820.0
4442,2019-06-12T00:00:00.000Z,Flood,MN,37982.23
4442,2019-06-12T00:00:00.000Z,Flood,MN,22536.31
4442,2019-06-12T00:00:00.000Z,Flood,MN,24592.33
4442,2019-06-12T00:00:00.000Z,Flood,MN,46969.97
4442,2019-06-12T00:00:00.000Z,Flood,MN,10149.3
4442,2019-06-12T00:00:00.000Z,Flood,MN,8225.64
4442,2019-06-12T00:00:00.000Z,Flood,MN,10402.92
4442,2019-06-12T00:00:00.000Z,Flood,MN,6557.21
4442,2019-06-12T00:00:00.000Z,Flood,MN,100562.2
4442,2019-06-12T00:00:00.000Z,Flood,MN,18693.9
4442,2019-06-12T00:00:00.000Z,Flood,MN,24415.29
4442,2019-06-12T00:00:00.000Z,Flood,MN,8938.11
4442,2019-06-12T00:00:00.000Z,Flood,MN,13359.8
4442,2019-06-12T00:00:00.000Z,Flood,MN,12114.13
4442,2019-06-12T00:00:00.000Z,Flood,MN,13685.63
4442,2019-06-12T00:00:00.000Z,Flood,MN,43000.0
4442,2019-06-12T00:00:00.000Z,Flood,MN,16140.19
4442,2019-06-12T00:00:00.000Z,Flood,MN,10725.74
4442,2019-06-12T00:00:00.000Z,Flood,MN,10397.48
4442,2019-06-12T00:00:00.000Z,Flood,MN,53428.75
4442,2019-06-12T00:00:00.000Z,Flood,MN,216946.74
4442,2019-06-12T00:00:00.000Z,Flood,MN,33355.41
4442,2019-06-12T00:00:00.000Z,Flood,MN,57712.84
4442,2019-06-12T00:00:00.000Z,Flood,MN,21056.45
4442,2019-06-12T00:00:00.000Z,Flood,MN,6029.56
4442,2019-06-12T00:00:00.000Z,Flood,MN,3746.13
4442,2019-06-12T00:00:00.000Z,Flood,MN,22445.38
4442,2019-06-12T00:00:00.000Z,Flood,MN,75324.98
4442,2019-06-12T00:00:00.000Z,Flood,MN,33499.0
4442,2019-06-12T00:00:00.000Z,Flood,MN,21980.79
4442,2019-06-12T00:00:00.000Z,Flood,MN,3980.77
4442,2019-06-12T00:00:00.000Z,Flood,MN,23427.8
4442,2019-06-12T00:00:00.000Z,Flood,MN,35995.85
4442,2019-06-12T00:00:00.000Z,Flood,MN,22644.3
4442,2019-06-12T00:00:00.000Z,Flood,MN,28738.07
4442,2019-06-12T00:00:00.000Z,Flood,MN,11150.75
4432,2019-05-02T00:00:00.000Z,Severe Storm(s),OR,136414.49
4432,2019-05-02T00:00:00.000Z,Severe Storm(s),OR,39972.65
4432,2019-05-02T00:00:00.000Z,Severe Storm(s),OR,7846.24
4432,2019-05-02T00:00:00.000Z,Severe Storm(s),OR,5788.15
4432,2019-05-02T00:00:00.000Z,Severe Storm(s),OR,6601.45
4432,2019-05-02T00:00:00.000Z,Severe Storm(s),OR,45790.95
4432,2019-05-02T00:00:00.000Z,Severe Storm(s),OR,34162.87
4432,2019-05-02T00:00:00.000Z,Severe Storm(s),OR,4543.64
4432,2019-05-02T00:00:00.000Z,Severe Storm(s),OR,34140.0
4432,2019-05-02T00:00:00.000Z,Severe Storm(s),OR,9488.99
4432,2019-05-02T00:00:00.000Z,Severe Storm(s),OR,6752.0
4432,2019-05-02T00:00:00.000Z,Severe Storm(s),OR,5218.91
4432,2019-05-02T00:00:00.000Z,Severe Storm(s),OR,2266.31
4432,2019-05-02T00:00:00.000Z,Severe Storm(s),OR,15707.84
4432,2019-05-02T00:00:00.000Z,Severe Storm(s),OR,3169.36
4432,2019-05-02T00:00:00.000Z,Severe Storm(s),OR,72814.52
4432,2019-05-02T00:00:00.000Z,Severe Storm(s),OR,11234.66
4432,2019-05-02T00:00:00.000Z,Severe Storm(s),OR,7384.0
4432,2019-05-02T00:00:00.000Z,Severe Storm(s),OR,8519.03
4432,2019-05-02T00:00:00.000Z,Severe Storm(s),OR,5200.0
4432,2019-05-02T00:00:00.000Z,Severe Storm(s),OR,25513.78
4432,2019-05-02T00:00:00.000Z,Severe Storm(s),OR,25000.0
4432,2019-05-02T00:00:00.000Z,Severe Storm(s),OR,10946.6
4432,2019-05-02T00:00:00.000Z,Severe Storm(s),OR,9165.02
4432,2019-05-02T00:00:00.000Z,Severe Storm(s),OR,82032.56
4432,2019-05-02T00:00:00.000Z,Severe Storm(s),OR,188109.94
4432,2019-05-02T00:00:00.000Z,Severe Storm(s),OR,22392.81
4432,2019-05-02T00:00:00.000Z,Severe Storm(s),OR,34047.17
4432,2019-05-02T00:00:00.000Z,Severe Storm(s),OR,257895.39
4432,2019-05-02T00:00:00.000Z,Severe Storm(s),OR,234671.86
4432,2019-05-02T00:00:00.000Z,Severe Storm(s),OR,358086.91
4432,2019-05-02T00:00:00.000Z,Severe Storm(s),OR,11873.21
4432,2019-05-02T00:00:00.000Z,Severe Storm(s),OR,279842.76
4432,2019-05-02T00:00:00.000Z,Severe Storm(s),OR,32564.69
4432,2019-05-02T00:00:00.000Z,Severe Storm(s),OR,18231.35
4433,2019-05-07T00:00:00.000Z,Typhoon,GU,8683.98
4433,2019-05-07T00:00:00.000Z,Typhoon,GU,70944.0
4433,2019-05-07T00:00:00.000Z,Typhoon,GU,11597.35
4434,2019-05-18T00:00:00.000Z,Severe Storm(s),CA,20914.02
4434,2019-05-18T00:00:00.000Z,Severe Storm(s),CA,250710.0
4434,2019-05-18T00:00:00.000Z,Severe Storm(s),CA,85800.0
4434,2019-05-18T00:00:00.000Z,Severe Storm(s),CA,61274.0
4434,2019-05-18T00:00:00.000Z,Severe Storm(s),CA,524252.0
4438,2019-06-01T00:00:00.000Z,Severe Storm(s),OK,8616.91
4438,2019-06-01T00:00:00.000Z,Severe Storm(s),OK,7702.05
4438,2019-06-01T00:00:00.000Z,Severe Storm(s),OK,64572.17
4438,2019-06-01T00:00:00.000Z,Severe Storm(s),OK,11477.24
4438,2019-06-01T00:00:00.000Z,Severe Storm(s),OK,9622.83
4438,2019-06-01T00:00:00.000Z,Severe Storm(s),OK,14324.11
4438,2019-06-01T00:00:00.000Z,Severe Storm(s),OK,119500.0
4438,2019-06-01T00:00:00.000Z,Severe Storm(s),OK,23293.98
4438,2019-06-01T00:00:00.000Z,Severe Storm(s),OK,9827.7
4438,2019-06-01T00:00:00.000Z,Severe Storm(s),OK,298324.6
4438,2019-06-01T00:00:00.000Z,Severe Storm(s),OK,79126.65
4438,2019-06-01T00:00:00.000Z,Severe Storm(s),OK,21743.01
4438,2019-06-01T00:00:00.000Z,Severe Storm(s),OK,82061.8
4438,2019-06-01T00:00:00.000Z,Severe Storm(s),OK,40675.54
4438,2019-06-01T00:00:00.000Z,Severe Storm(s),OK,22181.56
4438,2019-06-01T00:00:00.000Z,Severe Storm(s),OK,7395.1
4438,2019-06-01T00:00:00.000Z,Severe Storm(s),OK,7694.59
4438,2019-06-01T00:00:00.000Z,Severe Storm(s),OK,17204.73
4438,2019-06-01T00:00:00.000Z,Severe Storm(s),OK,318890.09
4438,2019-06-01T00:00:00.000Z,Severe Storm(s),OK,15450.73
4438,2019-06-01T00:00:00.000Z,Severe Storm(s),OK,18339.84
4438,2019-06-01T00:00:00.000Z,Severe Storm(s),OK,11254.38
4438,2019-06-01T00:00:00.000Z,Severe Storm(s),OK,59384.87
4438,2019-06-01T00:00:00.000Z,Severe Storm(s),OK,26218.72
4438,2019-06-01T00:00:00.000Z,Severe Storm(s),OK,43045.45
4438,2019-06-01T00:00:00.000Z,Severe Storm(s),OK,18557.03
4438,2019-06-01T00:00:00.000Z,Severe Storm(s),OK,45034.58
4438,2019-06-01T00:00:00.000Z,Severe Storm(s),OK,36488.23
4438,2019-06-01T00:00:00.000Z,Severe Storm(s),OK,118085.0
4438,2019-06-01T00:00:00.000Z,Severe Storm(s),OK,32148.16
4438,2019-06-01T00:00:00.000Z,Severe Storm(s),OK,19965.64
4438,2019-06-01T00:00:00.000Z,Severe Storm(s),OK,17344.19
4438,2019-06-01T00:00:00.000Z,Severe Storm(s),OK,31210.94
4438,2019-06-01T00:00:00.000Z,Severe Storm(s),OK,8403.16
4438,2019-06-01T00:00:00.000Z,Severe Storm(s),OK,46549.34
4438,2019-06-01T00:00:00.000Z,Severe Storm(s),OK,77771.1
4438,2019-06-01T00:00:00.000Z,Severe Storm(s),OK,3598.95
4438,2019-06-01T00:00:00.000Z,Severe Storm(s),OK,16850.0
4438,2019-06-01T00:00:00.000Z,Severe Storm(s),OK,15979.56
4438,2019-06-01T00:00:00.000Z,Severe Storm(s),OK,3334.54
4438,2019-06-01T00:00:00.000Z,Severe Storm(s),OK,5000.0
4438,2019-06-01T00:00:00.000Z,Severe Storm(s),OK,12357.77
4438,2019-06-01T00:00:00.000Z,Severe Storm(s),OK,4151.81
4438,2019-06-01T00:00:00.000Z,Severe Storm(s),OK,74700.93
4438,2019-06-01T00:00:00.000Z,Severe Storm(s),OK,64644.3
4438,2019-06-01T00:00:00.000Z,Severe Storm(s),OK,50063.77
4438,2019-06-01T00:00:00.000Z,Severe Storm(s),OK,18241.77
4438,2019-06-01T00:00:00.000Z,Severe Storm(s),OK,14414.56
4438,2019-06-01T00:00:00.000Z,Severe Storm(s),OK,28833.45
4438,2019-06-01T00:00:00.000Z,Severe Storm(s),OK,120295.85
4438,2019-06-01T00:00:00.000Z,Severe Storm(s),OK,66563.87
4438,2019-06-01T00:00:00.000Z,Severe Storm(s),OK,43626.21
4438,2019-06-01T00:00:00.000Z,Severe Storm(s),OK,5729.72
4438,2019-06-01T00:00:00.000Z,Severe Storm(s),OK,10000.0
4438,2019-06-01T00:00:00.000Z,Severe Storm(s),OK,7455.88
4438,2019-06-01T00:00:00.000Z,Severe Storm(s),OK,5715.65
4438,2019-06-01T00:00:00.000Z,Severe Storm(s),OK,77435.11
4438,2019-06-01T00:00:00.000Z,Severe Storm(s),OK,47788.22
4440,2019-06-07T00:00:00.000Z,Other,SD,11509.6
4440,2019-06-07T00:00:00.000Z,Other,SD,17130.59
4440,2019-06-07T00:00:00.000Z,Other,SD,37165.27
4440,2019-06-07T00:00:00.000Z,Other,SD,28534.1
4440,2019-06-07T00:00:00.000Z,Other,SD,5671.65
4440,2019-06-07T00:00:00.000Z,Other,SD,44168.42
4440,2019-06-07T00:00:00.000Z,Other,SD,3462.12
4420,2019-03-21T00:00:00.000Z,Severe Storm(s),NE,8562.45
4440,2019-06-07T00:00:00.000Z,Other,SD,42533.64
4440,2019-06-07T00:00:00.000Z,Other,SD,1524773.52
4440,2019-06-07T00:00:00.000Z,Other,SD,49210.73
4440,2019-06-07T00:00:00.000Z,Other,SD,22255.27
4440,2019-06-07T00:00:00.000Z,Other,SD,94717.15
4440,2019-06-07T00:00:00.000Z,Other,SD,2362.32
4440,2019-06-07T00:00:00.000Z,Other,SD,339625.94
4440,2019-06-07T00:00:00.000Z,Other,SD,28465.38
4440,2019-06-07T00:00:00.000Z,Other,SD,90926.62
4440,2019-06-07T00:00:00.000Z,Other,SD,8398.56
4440,2019-06-07T00:00:00.000Z,Other,SD,551697.21
4440,2019-06-07T00:00:00.000Z,Other,SD,89161.53
4440,2019-06-07T00:00:00.000Z,Other,SD,2562637.59
4440,2019-06-07T00:00:00.000Z,Other,SD,2081.5
4440,2019-06-07T00:00:00.000Z,Other,SD,39938.89
4440,2019-06-07T00:00:00.000Z,Other,SD,54973.34
4440,2019-06-07T00:00:00.000Z,Other,SD,289743.73
4440,2019-06-07T00:00:00.000Z,Other,SD,393799.47
4440,2019-06-07T00:00:00.000Z,Other,SD,29538.67
4440,2019-06-07T00:00:00.000Z,Other,SD,113637.73
4440,2019-06-07T00:00:00.000Z,Other,SD,8244.07
4440,2019-06-07T00:00:00.000Z,Other,SD,43540.62
4440,2019-06-07T00:00:00.000Z,Other,SD,49606.53
4440,2019-06-07T00:00:00.000Z,Other,SD,2572.0
4440,2019-06-07T00:00:00.000Z,Other,SD,67358.76
4440,2019-06-07T00:00:00.000Z,Other,SD,251722.44
4440,2019-06-07T00:00:00.000Z,Other,SD,124060.59
4440,2019-06-07T00:00:00.000Z,Other,SD,14463.53
4440,2019-06-07T00:00:00.000Z,Other,SD,2075.0
4440,2019-06-07T00:00:00.000Z,Other,SD,100536.57
4440,2019-06-07T00:00:00.000Z,Other,SD,39562.55
4440,2019-06-07T00:00:00.000Z,Other,SD,79894.4
4440,2019-06-07T00:00:00.000Z,Other,SD,6660.9
4440,2019-06-07T00:00:00.000Z,Other,SD,8770.07
4440,2019-06-07T00:00:00.000Z,Other,SD,85030.71
4440,2019-06-07T00:00:00.000Z,Other,SD,20587.5
4440,2019-06-07T00:00:00.000Z,Other,SD,366693.94
4440,2019-06-07T00:00:00.000Z,Other,SD,34916.25
4440,2019-06-07T00:00:00.000Z,Other,SD,87904.38
4440,2019-06-07T00:00:00.000Z,Other,SD,86206.64
4440,2019-06-07T00:00:00.000Z,Other,SD,66851.55
4440,2019-06-07T00:00:00.000Z,Other,SD,15854.25
4440,2019-06-07T00:00:00.000Z,Other,SD,25808.76
4441,2019-06-08T00:00:00.000Z,Severe Storm(s),AR,44608.41
4441,2019-06-08T00:00:00.000Z,Severe Storm(s),AR,80901.06
4442,2019-06-12T00:00:00.000Z,Flood,MN,21305.0
4442,2019-06-12T00:00:00.000Z,Flood,MN,4916.47
4442,2019-06-12T00:00:00.000Z,Flood,MN,15940.0
4442,2019-06-12T00:00:00.000Z,Flood,MN,22466.66
4442,2019-06-12T00:00:00.000Z,Flood,MN,48560.4
4442,2019-06-12T00:00:00.000Z,Flood,MN,9316.0
4442,2019-06-12T00:00:00.000Z,Flood,MN,14043.46
4442,2019-06-12T00:00:00.000Z,Flood,MN,4052.98
4442,2019-06-12T00:00:00.000Z,Flood,MN,21547.31
4442,2019-06-12T00:00:00.000Z,Flood,MN,25990.94
4442,2019-06-12T00:00:00.000Z,Flood,MN,65555.72
4442,2019-06-12T00:00:00.000Z,Flood,MN,5706.0
4442,2019-06-12T00:00:00.000Z,Flood,MN,3527.8
4442,2019-06-12T00:00:00.000Z,Flood,MN,13257.81
4442,2019-06-12T00:00:00.000Z,Flood,MN,8988.56
4442,2019-06-12T00:00:00.000Z,Flood,MN,31038.38
4442,2019-06-12T00:00:00.000Z,Flood,MN,3465.36
4442,2019-06-12T00:00:00.000Z,Flood,MN,9560.04
4442,2019-06-12T00:00:00.000Z,Flood,MN,30555.77
4442,2019-06-12T00:00:00.000Z,Flood,MN,390170.71
4442,2019-06-12T00:00:00.000Z,Flood,MN,8580.0
4442,2019-06-12T00:00:00.000Z,Flood,MN,8246.4
4442,2019-06-12T00:00:00.000Z,Flood,MN,113973.23
4442,2019-06-12T00:00:00.000Z,Flood,MN,24090.69
4442,2019-06-12T00:00:00.000Z,Flood,MN,37286.21
4442,2019-06-12T00:00:00.000Z,Flood,MN,29454.39
4442,2019-06-12T00:00:00.000Z,Flood,MN,15777.48
4442,2019-06-12T00:00:00.000Z,Flood,MN,18369.92
4442,2019-06-12T00:00:00.000Z,Flood,MN,4473.0
4442,2019-06-12T00:00:00.000Z,Flood,MN,5811.61
4442,2019-06-12T00:00:00.000Z,Flood,MN,34506.47
4442,2019-06-12T00:00:00.000Z,Flood,MN,60143.76
4442,2019-06-12T00:00:00.000Z,Flood,MN,9086.0
4442,2019-06-12T00:00:00.000Z,Flood,MN,99283.64
4442,2019-06-12T00:00:00.000Z,Flood,MN,29201.0
4442,2019-06-12T00:00:00.000Z,Flood,MN,112045.06
4442,2019-06-12T00:00:00.000Z,Flood,MN,24099.5
4442,2019-06-12T00:00:00.000Z,Flood,MN,20626.7
4442,2019-06-12T00:00:00.000Z,Flood,MN,61686.0
4442,2019-06-12T00:00:00.000Z,Flood,MN,14874.81
4442,2019-06-12T00:00:00.000Z,Flood,MN,28993.25
4442,2019-06-12T00:00:00.000Z,Flood,MN,107351.87
4442,2019-06-12T00:00:00.000Z,Flood,MN,11738.0
4442,2019-06-12T00:00:00.000Z,Flood,MN,156374.12
4442,2019-06-12T00:00:00.000Z,Flood,MN,21812.16
4442,2019-06-12T00:00:00.000Z,Flood,MN,16425.12
4442,2019-06-12T00:00:00.000Z,Flood,MN,10772.47
4442,2019-06-12T00:00:00.000Z,Flood,MN,48870.61
4442,2019-06-12T00:00:00.000Z,Flood,MN,4329.46
4442,2019-06-12T00:00:00.000Z,Flood,MN,30812.76
4442,2019-06-12T00:00:00.000Z,Flood,MN,6490.88
4442,2019-06-12T00:00:00.000Z,Flood,MN,15103.06
